College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG19130,90,7.04,7.24,4,Yes,6,3,4,Yes
CLG12381,86,8.4,8.36,12,No,9,10,1,Yes
CLG10669,124,7.4,7.23,2,No,1,4,2,Yes
CLG16518,79,10,10.06,9,Yes,10,4,5,No
CLG0272,117,8,8.06,4,Yes,12,10,2,No
CLG12937,101,6.32,6.68,2,No,12,5,4,No
CLG19890,113,6.49,6.76,4,No,7,2,7,Yes
CLG2775,86,7.63,7.86,6,No,8,3,2,No
CLG15056,93,9.22,9.73,9,No,8,7,5,No
CLG19222,38,7.31,7.93,8,No,8,9,0,Yes
CLG1985,91,5.8,6.18,8,No,5,5,3,Yes
CLG4782,118,10,10.22,7,No,7,5,5,Yes
CLG13000,96,6.36,6.19,13,No,9,6,3,Yes
CLG13359,111,7.89,7.94,8,No,7,10,2,No
CLG5645,108,7.19,6.77,3,No,8,4,1,No
CLG17273,123,6.18,6.27,5,Yes,2,4,3,Yes
CLG10098,108,10,10.03,4,No,2,6,0,No
CLG2914,90,6.67,6.78,7,No,6,0,4,Yes
CLG14360,104,4.91,5.14,2,Yes,1,6,2,No
CLG7165,93,6.49,7.02,5,No,5,8,6,Yes
CLG11305,76,6.54,6.9,7,No,1,5,2,Yes
CLG9205,114,8.86,8.94,1,Yes,9,7,2,Yes
CLG6097,87,9.43,9.82,7,No,8,6,5,Yes
CLG1636,116,5.62,5.39,3,No,12,1,1,Yes
CLG10560,98,7.3,7.32,3,Yes,3,7,0,Yes
CLG19695,106,9.12,9.55,4,Yes,6,0,1,Yes
CLG17481,104,8.46,8.71,5,No,9,10,3,No
CLG18762,31,7.83,8.03,4,No,1,9,0,Yes
CLG19923,86,8.63,8.94,7,Yes,9,9,1,No
CLG17110,109,8.29,8.56,2,No,2,2,2,No
CLG9734,99,7.34,7.78,13,Yes,2,5,3,No
CLG15414,94,8.59,8.65,1,Yes,5,7,2,No
CLG13180,133,8.4,8.5,9,Yes,11,5,3,No
CLG15338,112,8.35,8.56,5,Yes,9,9,0,No
CLG17982,113,6.78,7.26,13,No,2,9,3,Yes
CLG10814,81,9.38,9.45,8,Yes,4,2,1,No
CLG8964,125,6.58,6.7,8,No,5,0,2,No
CLG16962,100,10,10.3,4,No,9,4,2,Yes
CLG14866,132,6.98,7.43,2,No,9,6,5,Yes
CLG9705,116,10,10.5,3,No,4,5,1,Yes
CLG6881,88,8.75,8.94,9,Yes,10,0,3,No
CLG16752,78,7.47,7.8,3,Yes,4,6,2,Yes
CLG18730,115,7.27,7.22,7,Yes,13,2,1,No
CLG5700,89,6.68,6.98,7,No,6,1,1,No
CLG14292,107,9.9,9.59,8,Yes,7,10,1,Yes
CLG10175,103,5.58,5.63,10,No,1,5,5,Yes
CLG16979,102,7.88,8.15,3,Yes,1,3,3,Yes
CLG13133,100,6.54,6.69,4,No,13,3,1,No
CLG17032,110,7.79,7.97,4,No,8,1,4,Yes
CLG11005,94,7.64,7.9,6,Yes,2,2,1,No
CLG1373,118,5.92,6.17,4,Yes,4,6,4,Yes
CLG12144,112,8.17,8.12,1,Yes,5,8,0,No
CLG19977,94,7,7.41,10,No,8,2,0,Yes
CLG0262,92,8.03,8.07,10,No,7,2,7,No
CLG15978,105,5.15,5.5,4,No,4,3,5,No
CLG10401,88,8.14,8.42,8,Yes,10,5,3,Yes
CLG19457,88,8.95,9.45,3,Yes,6,2,3,Yes
CLG19368,92,8.3,8.76,4,Yes,7,9,2,No
CLG15784,77,7.06,7.42,2,Yes,9,6,1,Yes
CLG15589,73,5.87,5.77,8,Yes,12,1,3,Yes
CLG15008,105,9.13,8.73,8,No,4,2,2,No
CLG9517,89,8.72,8.83,10,No,0,4,5,Yes
CLG14063,115,7.85,8.05,1,Yes,8,5,4,No
CLG19482,108,4.5,4.5,1,No,4,12,2,Yes
CLG9729,103,7.58,8.01,6,Yes,10,9,2,No
CLG0473,158,7.3,7.41,8,Yes,1,10,0,Yes
CLG8181,107,10,10.5,3,No,3,4,5,Yes
CLG14465,112,7.62,7.98,5,No,7,6,5,Yes
CLG1756,106,3,3.87,5,No,8,2,6,Yes
CLG19638,103,6.37,7.11,2,No,9,1,4,Yes
CLG8562,96,10,10.26,8,No,1,3,4,No
CLG18636,102,9.58,9.87,5,Yes,7,5,4,No
CLG15442,92,5.7,6.1,7,No,9,5,0,No
CLG2901,93,3.11,2.64,9,No,7,6,5,Yes
CLG9075,76,6.76,7.09,5,No,3,7,1,No
CLG15681,171,7.18,7.67,7,Yes,4,5,4,Yes
CLG1276,90,5.63,5.88,6,Yes,10,6,5,Yes
CLG15310,75,6.89,7.59,9,Yes,7,9,5,Yes
CLG8330,111,3.29,3.82,6,No,6,6,9,Yes
CLG15111,83,6.78,6.82,9,No,2,1,3,No
CLG8010,95,8.63,8.77,7,Yes,4,8,4,No
CLG13285,101,2.87,3.68,2,Yes,5,6,3,No
CLG11819,97,3.72,2.89,2,Yes,4,10,0,Yes
CLG19751,69,3.11,2.95,9,Yes,5,2,3,Yes
CLG9424,77,6.76,7.23,9,No,9,9,3,Yes
CLG7409,89,5.87,5.94,2,Yes,0,8,2,Yes
CLG14593,94,7.46,7.33,9,Yes,1,3,5,Yes
CLG10950,118,7.43,7.82,6,No,3,1,5,Yes
CLG16855,97,7.11,7.88,5,Yes,4,9,4,No
CLG18349,102,8.74,9.52,10,No,10,10,5,No
CLG8152,90,5.44,5.67,7,Yes,4,6,4,Yes
CLG8423,81,7.09,7.89,6,No,6,2,0,Yes
CLG5931,95,7.95,7.89,2,No,4,4,4,No
CLG9676,96,8.62,8.92,6,Yes,7,2,2,Yes
CLG5794,125,6.53,6.82,6,No,7,6,2,Yes
CLG3309,117,6.15,6.92,1,No,5,9,4,No
CLG11456,117,9.55,9.84,9,Yes,8,3,5,No
CLG9995,111,5.99,5.99,3,No,9,3,5,Yes
CLG19574,104,2.38,2.12,6,No,3,8,2,Yes
CLG16336,93,7.28,6.73,0,No,10,10,1,No
CLG6704,97,5.74,6.09,9,No,13,1,4,Yes
CLG16039,115,6.56,7.55,8,No,4,10,5,No
CLG6182,112,9.08,9.94,10,No,2,7,2,Yes
CLG12828,114,6.34,6.27,9,No,2,7,5,No
CLG9310,67,4.5,4.68,1,Yes,6,3,1,No
CLG15086,104,7.65,8.11,4,No,3,10,9,No
CLG2410,97,8.91,9.7,10,No,3,8,2,No
CLG13794,114,10,10.26,0,Yes,8,3,2,No
CLG8627,115,6.58,7.27,0,No,9,2,4,Yes
CLG14305,81,9.71,9.93,3,Yes,8,1,5,No
CLG7688,94,8.19,7.88,8,No,8,10,0,Yes
CLG18562,104,7.79,8.7,4,No,7,4,4,No
CLG3341,79,7.71,7.89,1,Yes,6,3,4,No
CLG5023,85,7.63,7.86,10,Yes,7,8,3,No
CLG16167,100,5.72,5.78,1,Yes,3,3,9,Yes
CLG11317,104,6.81,6.69,5,No,10,8,3,Yes
CLG5903,91,8.31,8.55,7,Yes,0,0,3,No
CLG19057,82,8.39,8.53,6,Yes,5,2,4,No
CLG18414,98,9.05,9.36,0,Yes,7,5,1,Yes
CLG11146,130,5.14,5.12,9,Yes,10,9,2,No
CLG4961,99,5.24,5.36,0,No,10,1,4,Yes
CLG13784,102,7.98,7.73,1,Yes,5,4,1,No
CLG9795,90,4.97,5.2,8,Yes,6,9,2,No
CLG18225,96,6.2,6.65,14,Yes,3,3,5,Yes
CLG19033,119,8.21,8.56,7,Yes,6,7,2,Yes
CLG8350,100,5.69,6.17,10,No,7,8,5,Yes
CLG5454,109,6.93,6.79,8,No,10,2,3,No
CLG10963,128,6.12,6.48,7,No,7,7,4,No
CLG3216,89,8.97,9.59,4,Yes,4,2,3,Yes
CLG15575,96,8.64,8.5,10,No,3,7,5,No
CLG17480,116,10,10.02,7,No,2,4,0,No
CLG9737,80,9.02,9.54,2,No,1,9,5,Yes
CLG17646,116,8.29,8.44,8,Yes,9,7,4,Yes
CLG5653,103,5.02,5.33,5,No,5,1,4,Yes
CLG5130,72,4.51,4.5,6,No,3,1,1,No
CLG4102,102,6.41,6.77,2,Yes,1,4,1,Yes
CLG16153,116,7.75,7.64,9,No,6,8,5,No
CLG2463,114,7.47,7.68,4,No,3,9,0,No
CLG10893,106,6.01,6.28,3,No,5,3,4,Yes
CLG17938,107,6.68,7.08,9,No,0,10,5,Yes
CLG7121,107,7.35,7.51,2,Yes,7,4,3,No
CLG4323,116,8.68,8.9,4,No,9,4,3,No
CLG9243,78,8.49,8.15,2,No,6,3,4,No
CLG9468,36,9.27,9.4,2,Yes,5,2,4,No
CLG14492,99,7.75,8.29,5,Yes,0,2,4,No
CLG5392,164,7.56,7.5,2,No,9,10,4,No
CLG0098,91,8.05,8.43,2,No,7,5,7,Yes
CLG9054,98,6.12,7.11,7,No,6,5,4,Yes
CLG14459,99,6.47,6.88,5,Yes,3,2,2,Yes
CLG7021,87,5.87,6.21,4,No,9,5,2,Yes
CLG1839,123,2.96,3.81,6,No,2,1,4,No
CLG13089,101,8.24,8.36,2,Yes,13,2,1,Yes
CLG8961,131,8.85,9.11,1,Yes,8,5,3,Yes
CLG2985,85,9.2,9.55,1,No,2,5,1,Yes
CLG6295,87,7.28,7.62,2,No,2,8,2,Yes
CLG2212,90,9.44,9.35,7,Yes,10,5,0,No
CLG5344,87,6.66,7.08,6,Yes,5,5,0,No
CLG18993,93,4.8,5.33,9,Yes,6,9,4,No
CLG5362,125,5.9,5.87,1,Yes,4,10,4,Yes
CLG14753,93,6.51,6.67,1,Yes,8,6,5,No
CLG7560,37,5.65,5.63,1,Yes,2,8,4,No
CLG8866,101,5.55,6.04,10,Yes,9,2,4,Yes
CLG4050,87,10,9.99,1,Yes,3,6,5,Yes
CLG7265,105,9.8,10.32,10,Yes,8,3,2,No
CLG14479,98,5.83,6.55,7,No,4,1,3,No
CLG13675,99,6.85,7.39,4,Yes,4,14,2,Yes
CLG11268,88,5.75,5.96,12,Yes,10,5,10,Yes
CLG2179,92,4.5,4.5,4,Yes,4,2,6,No
CLG3984,36,5.77,6.14,0,Yes,7,3,5,Yes
CLG3277,81,6.33,6.67,9,Yes,8,1,2,Yes
CLG12116,64,8.86,8.68,9,Yes,9,3,4,No
CLG16183,126,9.36,9.3,8,No,2,5,8,No
CLG15636,115,8.35,8.79,2,Yes,0,4,5,Yes
CLG19962,119,7.67,7.91,8,Yes,10,10,4,Yes
CLG5340,101,2.8,2.61,9,No,1,2,3,Yes
CLG0440,68,6.41,6.79,8,No,10,4,0,No
CLG4193,117,9.48,10.08,9,Yes,2,0,4,Yes
CLG16850,48,9.24,9.41,3,No,3,9,4,Yes
CLG7450,126,7.34,7.17,5,No,4,5,5,Yes
CLG5154,103,6.77,7.07,9,No,6,9,2,Yes
CLG3513,100,5.49,5.17,2,No,12,5,3,No
CLG6103,115,6.82,6.99,4,No,10,9,5,Yes
CLG2661,106,7.84,8.27,10,No,10,0,1,Yes
CLG2282,48,7.03,6.93,9,No,1,5,2,No
CLG1857,113,7.9,8.13,5,No,8,9,4,Yes
CLG13827,96,7.27,7.38,3,Yes,6,6,1,No
CLG1397,117,6.12,6.75,7,No,8,4,5,Yes
CLG0697,72,5.68,6.12,4,Yes,7,9,0,Yes
CLG0337,105,8.98,8.97,8,No,4,8,1,Yes
CLG15222,107,4.61,4.5,8,Yes,9,8,2,Yes
CLG12400,120,6.45,6.4,1,No,5,2,1,No
CLG8582,83,10,10.48,4,Yes,2,5,2,Yes
CLG9546,95,10,9.73,2,Yes,4,7,0,No
CLG17391,33,7.58,8.36,6,Yes,9,7,2,Yes
CLG16881,85,8.87,8.93,2,No,3,0,5,Yes
CLG3462,103,9,9.04,4,No,8,8,1,Yes
CLG1205,107,5.45,5.82,5,No,6,1,4,No
CLG5859,108,5.64,6.15,3,Yes,7,8,3,Yes
CLG1931,102,8.61,8.7,4,Yes,3,7,0,No
CLG1518,102,7.6,7.76,1,No,4,9,4,Yes
CLG6777,82,9.38,9.9,8,No,0,8,2,Yes
CLG6994,196,8.98,9.54,3,Yes,1,8,0,Yes
CLG8862,107,7.27,7.62,5,Yes,10,6,2,Yes
CLG9541,111,6.23,6.32,6,No,9,5,5,Yes
CLG1937,193,6.76,7.25,10,No,8,5,0,No
CLG6354,129,9.46,10,7,No,7,2,0,Yes
CLG19403,104,7.36,7.61,15,Yes,5,9,1,No
CLG12725,74,7.41,7.77,10,No,3,8,0,Yes
CLG9891,85,7.81,7.6,5,No,6,10,4,No
CLG2752,45,8.6,8.74,2,Yes,1,5,5,Yes
CLG5081,116,8.55,8.68,7,No,9,6,4,Yes
CLG2818,103,7.14,6.75,7,Yes,8,4,5,No
CLG5596,86,4.5,4.5,7,No,13,5,4,No
CLG14867,84,5.99,6.03,3,No,6,2,1,No
CLG11592,78,3.84,2.47,9,No,8,4,4,Yes
CLG11722,66,9.81,9.81,3,No,2,3,3,Yes
CLG1353,94,3.56,3.1,3,Yes,4,4,8,No
CLG15207,110,5.81,5.74,5,No,5,6,3,Yes
CLG14319,106,6.83,6.68,9,No,5,6,4,Yes
CLG17764,63,9.22,9.58,4,Yes,3,7,0,Yes
CLG13649,96,5.83,6.04,9,Yes,6,1,1,Yes
CLG0348,78,7.01,6.92,2,Yes,1,2,4,No
CLG19537,109,10,10.21,0,No,8,1,5,Yes
CLG5884,99,7.51,7.72,6,No,1,9,1,Yes
CLG14884,105,5.82,5.57,10,No,4,2,4,No
CLG14918,111,7.78,8.26,5,Yes,3,4,1,Yes
CLG12878,111,6.29,6.83,1,Yes,7,3,0,Yes
CLG14410,130,8.54,9.41,5,No,6,3,1,No
CLG19140,116,8.53,8.9,6,No,6,9,1,Yes
CLG16296,110,6.62,6.65,4,Yes,3,5,2,Yes
CLG9375,102,6.22,6.6,1,No,1,8,2,No
CLG7155,119,6.22,6.43,10,Yes,9,2,2,Yes
CLG4264,36,7.62,7.85,8,No,1,2,6,Yes
CLG10082,95,7.99,8.33,1,Yes,1,4,1,Yes
CLG18122,38,8.03,7.92,4,No,3,8,1,No
CLG16319,107,6.3,6.3,5,Yes,7,9,2,No
CLG17843,102,2.57,3.01,3,No,5,0,2,Yes
CLG19586,105,7.3,7.71,0,Yes,7,5,3,No
CLG5703,87,7.07,6.96,6,Yes,8,2,2,Yes
CLG10319,87,5.3,5.54,10,Yes,3,5,3,Yes
CLG10127,115,6.76,6.92,3,Yes,2,9,5,No
CLG14394,118,8.89,9.07,3,No,10,7,3,No
CLG12734,110,4.5,5.26,4,Yes,8,10,1,Yes
CLG16240,93,7.65,7.58,1,No,6,3,2,No
CLG13343,155,8.41,8.8,7,No,6,10,4,No
CLG9368,110,3.89,3.5,6,Yes,1,3,3,Yes
CLG0431,102,6.41,6.33,2,Yes,5,8,0,No
CLG19453,111,2.57,3.09,10,No,1,5,3,Yes
CLG0890,100,7.5,8.14,1,No,6,9,5,Yes
CLG12842,118,7.5,7.9,8,No,7,3,3,No
CLG16817,95,5.48,5.34,2,Yes,7,3,4,No
CLG19761,98,10,10.12,2,Yes,5,2,0,No
CLG16585,102,8.43,8.92,4,Yes,4,4,0,No
CLG1231,88,9.25,9.09,5,Yes,5,5,2,No
CLG14481,81,9.24,9.44,3,Yes,0,1,4,No
CLG14109,100,5.52,5.48,10,No,9,7,5,Yes
CLG8694,105,8.2,8.3,6,No,8,3,2,Yes
CLG3165,138,6.84,7.41,4,No,5,5,3,Yes
CLG5241,30,6.91,7.25,9,No,10,1,5,No
CLG2534,109,8.1,8.34,1,Yes,2,5,3,Yes
CLG16115,119,8.22,8.28,9,No,4,5,0,No
CLG8215,136,7.8,7.88,9,Yes,9,5,3,Yes
CLG6102,102,7.33,7.61,7,No,7,8,3,Yes
CLG0837,87,7.31,7.64,3,No,4,5,0,Yes
CLG0334,80,8.39,8.06,8,No,0,9,3,No
CLG16228,70,10,9.82,9,Yes,10,2,1,Yes
CLG6812,73,5.65,6.37,8,No,9,2,0,Yes
CLG9064,95,6.07,5.83,8,No,8,10,1,No
CLG1271,127,6.85,6.91,3,Yes,0,2,1,No
CLG5149,105,5.7,5.87,10,Yes,5,1,4,No
CLG10274,94,6.03,6.38,6,Yes,1,3,2,No
CLG6200,69,8.06,8.23,14,Yes,9,1,3,Yes
CLG8707,97,9.46,10.28,15,Yes,8,1,9,Yes
CLG17452,128,6.15,6.8,9,No,3,8,3,Yes
CLG3307,98,7.25,7.38,5,No,2,0,1,No
CLG16661,125,4.99,5.1,10,No,2,6,1,No
CLG16059,107,7.25,7.14,7,Yes,2,4,1,Yes
CLG16746,80,6.5,6.68,4,Yes,10,10,1,No
CLG5369,101,5.95,6.37,6,No,1,7,2,No
CLG10730,90,6.34,6.58,6,Yes,6,9,0,Yes
CLG13442,111,6.32,6.87,3,Yes,6,10,5,Yes
CLG1245,99,7.47,7.71,5,No,3,1,8,Yes
CLG16857,112,8.23,8.19,0,Yes,4,6,1,Yes
CLG6306,92,8.03,8.15,3,Yes,3,10,0,Yes
CLG4547,89,8.76,8.91,5,Yes,5,6,3,Yes
CLG14635,75,6.92,7.35,6,No,4,5,2,No
CLG11241,97,6.97,7.49,9,Yes,1,9,10,Yes
CLG1704,113,7.91,8.44,10,No,0,9,0,No
CLG9339,113,6.84,7,5,No,6,4,2,No
CLG5222,99,8.91,9.08,8,No,9,5,1,Yes
CLG0858,116,7.9,8.51,9,Yes,10,7,5,Yes
CLG8797,95,8.54,8.42,7,No,2,2,2,Yes
CLG18213,96,7.17,7.8,8,No,4,8,1,No
CLG10653,92,9.38,9.41,10,No,10,2,3,Yes
CLG4057,96,8.22,8.89,7,No,8,7,1,No
CLG3170,104,4.5,4.5,9,Yes,8,4,0,Yes
CLG11304,36,5.29,5.23,10,No,9,4,3,No
CLG5801,94,7.52,6.99,6,No,3,2,5,Yes
CLG11628,87,5.75,5.5,8,No,9,7,2,No
CLG5032,117,5.9,6.24,10,No,12,6,4,Yes
CLG19839,93,6.95,6.97,3,Yes,8,6,4,Yes
CLG13185,75,5.84,5.65,5,Yes,10,8,4,No
CLG12723,89,5.51,6.2,6,Yes,1,4,3,Yes
CLG4744,76,4.5,4.52,4,No,6,3,1,No
CLG9488,100,7.59,7.78,0,No,10,8,4,Yes
CLG2110,78,7.44,7.53,5,Yes,6,2,2,Yes
CLG15932,98,2.09,2.21,6,Yes,0,8,4,No
CLG16747,96,9.03,9.77,6,Yes,3,3,5,Yes
CLG0582,122,7.31,7.66,11,Yes,7,2,5,Yes
CLG11546,92,2.18,2.33,3,Yes,8,8,5,Yes
CLG12184,104,8.54,8.49,9,Yes,9,0,3,No
CLG11427,92,8.96,8.77,4,Yes,2,4,4,Yes
CLG4911,115,8.93,9.31,2,Yes,3,3,5,No
CLG16706,112,2.89,3.09,6,No,8,7,1,Yes
CLG0137,102,6.99,7.85,1,No,2,0,2,Yes
CLG5119,92,4.5,4.62,6,No,3,8,5,Yes
CLG10940,116,8.69,8.75,10,Yes,7,4,5,Yes
CLG13958,97,8.34,8.24,15,Yes,15,3,0,No
CLG2887,88,6.34,6.6,5,Yes,6,9,5,No
CLG13159,49,7.61,7.73,6,Yes,4,8,1,No
CLG18885,94,7.27,8.09,6,No,1,2,5,No
CLG17952,115,4.6,5.1,3,Yes,4,5,3,Yes
CLG0783,106,4.53,4.52,9,Yes,4,9,5,Yes
CLG5642,100,8.29,8.49,4,Yes,8,2,3,Yes
CLG5096,130,6.09,5.57,1,No,3,5,2,No
CLG2495,97,6.05,6.3,1,Yes,10,8,0,No
CLG15871,102,8.85,9.08,1,No,8,4,3,No
CLG4747,111,4.5,4.5,6,No,2,3,5,No
CLG0692,76,8.48,8.39,1,Yes,9,10,2,No
CLG4764,82,7.69,7.02,5,Yes,5,1,3,Yes
CLG9756,107,10,10.5,2,Yes,4,5,4,No
CLG3668,88,7.96,7.57,10,No,4,10,2,Yes
CLG15411,94,7.06,7.04,3,Yes,1,8,2,No
CLG3835,94,9.45,9.49,1,No,2,5,3,No
CLG6504,87,8.61,8.38,9,Yes,2,14,1,No
CLG18320,94,6.39,6.61,8,Yes,10,4,4,Yes
CLG3442,83,7.03,7.03,3,Yes,6,13,5,No
CLG14950,109,8.41,8.51,8,Yes,5,1,1,Yes
CLG3528,96,5.83,5.83,9,No,10,10,3,Yes
CLG7069,93,7.31,7.74,7,No,1,4,1,No
CLG15535,98,8.62,8.93,10,Yes,5,4,5,No
CLG19399,86,6.07,6.5,4,Yes,1,4,0,Yes
CLG0475,96,7.47,7.65,1,Yes,9,2,1,Yes
CLG11664,75,6.92,6.87,9,Yes,1,4,5,No
CLG15365,98,9.61,9.66,9,No,9,2,5,Yes
CLG3459,128,7.3,7.83,10,No,0,10,3,No
CLG18411,83,7.74,7.89,1,Yes,5,1,0,No
CLG12169,88,5.33,5,8,No,7,10,0,No
CLG15139,106,4.5,5.02,1,No,2,4,2,No
CLG16958,83,7.12,7.65,2,Yes,1,6,2,Yes
CLG11486,111,6.27,5.89,7,No,10,8,4,No
CLG0510,115,6.28,6.48,3,Yes,8,3,4,No
CLG1438,105,9.56,9.75,1,No,4,7,5,Yes
CLG8287,97,6.14,6.85,7,Yes,6,9,1,Yes
CLG14298,117,7.62,7.7,6,Yes,8,6,2,No
CLG16295,198,7.8,8.23,9,Yes,8,2,5,Yes
CLG13639,113,8.03,8.16,4,No,4,10,6,Yes
CLG7822,85,8.02,7.93,1,No,7,9,1,No
CLG7667,124,7.72,8.19,8,No,7,5,5,Yes
CLG1675,107,4.83,5.04,1,No,8,1,0,Yes
CLG5336,109,7.94,8.44,9,Yes,4,1,1,No
CLG16147,104,6.02,5.92,3,No,7,2,1,No
CLG2355,76,8.99,9.23,2,No,8,8,2,No
CLG15192,94,5.93,6.34,5,Yes,4,5,2,Yes
CLG10974,81,7.68,8.2,3,Yes,10,7,4,No
CLG16609,105,6.88,6.92,1,Yes,1,2,2,Yes
CLG5567,99,8.66,8.42,3,Yes,5,1,4,No
CLG11266,99,8.8,8.44,9,No,4,9,3,Yes
CLG10165,62,5.68,5.69,5,No,6,15,0,No
CLG15248,87,9.59,9.68,3,No,0,5,4,No
CLG9693,82,7.99,7.88,4,No,6,3,1,No
CLG13859,91,9.77,10.5,10,No,3,5,1,Yes
CLG4200,78,9.1,9.41,6,Yes,2,4,5,Yes
CLG7274,78,6.11,6.78,1,Yes,4,7,8,Yes
CLG14979,123,10,10.03,10,No,8,8,2,No
CLG13652,120,7.04,7.48,3,No,5,6,4,No
CLG10222,87,9.58,9.6,4,No,4,2,3,No
CLG3423,98,2.97,3.33,4,Yes,8,2,2,No
CLG19188,87,5.55,5.82,4,No,4,13,3,Yes
CLG19864,73,9.12,9.15,2,Yes,6,2,4,No
CLG16182,100,9.6,9.86,6,No,12,2,1,Yes
CLG13963,88,9.14,9.6,10,No,7,4,5,No
CLG7567,78,6.83,6.7,5,No,4,9,2,Yes
CLG4260,111,8.37,8.69,15,Yes,4,5,5,Yes
CLG0612,112,9.42,9.85,10,No,6,7,1,Yes
CLG7378,114,4.5,4.61,10,Yes,5,2,4,Yes
CLG15602,107,5.75,5.98,4,Yes,7,7,0,No
CLG3958,106,2.46,2.35,1,No,4,10,3,No
CLG18351,102,8.05,8.43,9,No,6,9,1,No
CLG3359,104,5.31,5.66,0,Yes,10,2,1,Yes
CLG13695,108,5.33,5.94,6,Yes,3,1,0,No
CLG10188,160,5.43,5.38,4,Yes,4,8,2,No
CLG3065,104,6.65,6.68,1,Yes,3,13,9,No
CLG4064,115,6.04,6.58,6,Yes,8,10,2,Yes
CLG15628,114,8.43,8.64,3,No,9,4,1,Yes
CLG10860,117,7.09,7.07,5,Yes,8,4,4,Yes
CLG19716,93,7.98,7.97,10,Yes,6,2,9,No
CLG11371,100,6.4,7.21,2,No,9,7,2,Yes
CLG14200,81,7.74,8.16,0,No,4,1,2,Yes
CLG10663,127,9.14,9.16,4,No,5,7,2,Yes
CLG0351,62,7.03,7.54,8,Yes,9,7,5,No
CLG0109,69,5.74,5.85,2,Yes,9,1,4,Yes
CLG17525,109,2.92,3.29,5,No,2,8,1,No
CLG18156,99,7.97,7.87,9,Yes,8,1,0,Yes
CLG5174,80,8.71,8.28,7,No,10,7,1,Yes
CLG5266,99,7,7.21,1,No,6,2,3,No
CLG7373,110,8.83,9.17,6,Yes,2,10,2,Yes
CLG19924,95,5.42,5.66,2,No,8,3,2,No
CLG6475,89,9.69,9.94,8,No,3,7,4,Yes
CLG3551,87,8.78,9.15,6,No,1,4,6,No
CLG11554,118,6.98,7.08,6,Yes,7,3,1,No
CLG2501,92,7.8,8.22,7,No,0,6,0,No
CLG7266,94,8,8.59,1,Yes,10,10,0,No
CLG3127,88,7.67,7.46,10,No,8,6,3,Yes
CLG5413,119,7,6.88,8,No,0,6,1,Yes
CLG13987,102,6.24,6.68,10,Yes,3,9,5,Yes
CLG14048,66,7.55,8.2,9,Yes,8,1,4,No
CLG11710,42,7.21,7.09,9,No,3,7,2,No
CLG10827,100,4.56,4.5,7,Yes,3,8,3,Yes
CLG14454,96,6.41,6.88,10,Yes,1,3,0,Yes
CLG13262,98,7.01,7.11,7,Yes,5,7,0,Yes
CLG14302,114,6.87,6.81,3,No,8,3,2,Yes
CLG13687,106,6.56,6.64,6,Yes,13,2,0,No
CLG7685,111,7.98,7.91,6,No,15,5,3,No
CLG7462,108,3.67,3.6,6,Yes,6,8,3,Yes
CLG0296,93,7.77,7.84,6,No,9,10,0,No
CLG5734,99,7.2,7.03,8,No,3,2,2,No
CLG5193,94,8.84,9.3,13,Yes,10,3,1,No
CLG8439,95,9.1,9.87,8,No,1,7,10,Yes
CLG15146,81,8.54,8.06,10,Yes,1,9,0,No
CLG14845,130,7.64,7.54,2,No,5,1,4,Yes
CLG13542,99,8.4,8.89,8,Yes,4,14,2,No
CLG18749,103,6,6.04,3,No,10,8,5,No
CLG18934,110,6.54,6.94,1,No,6,5,1,Yes
CLG12576,125,7.51,7.16,9,No,0,6,3,No
CLG0793,109,7.18,8.19,7,Yes,10,7,4,Yes
CLG6700,69,7.19,7.52,5,Yes,8,2,4,Yes
CLG14301,68,9.04,10.01,8,Yes,6,1,0,No
CLG8805,113,7.07,7.24,4,Yes,10,0,5,Yes
CLG19612,132,10,10.31,8,Yes,14,3,4,No
CLG11578,102,3.13,3.17,10,No,6,5,2,No
CLG8702,118,8.18,8.48,7,No,8,10,1,No
CLG9164,81,6.87,7.32,2,Yes,2,7,0,Yes
CLG19351,101,7.07,7.08,5,No,2,6,5,No
CLG19801,86,7.03,7.57,10,Yes,4,7,0,Yes
CLG16179,114,4.9,4.69,1,Yes,7,13,4,No
CLG12425,95,6.05,6.37,6,Yes,2,14,5,Yes
CLG7825,141,8.74,8.87,6,No,7,6,4,Yes
CLG2455,93,10,10.11,6,Yes,2,7,0,Yes
CLG5933,99,10,9.88,6,Yes,9,0,5,Yes
CLG1735,73,7.53,7.73,2,No,5,7,3,Yes
CLG11791,121,8.24,8.15,9,No,10,3,4,No
CLG1634,66,5.32,5.54,2,Yes,9,5,3,Yes
CLG16122,89,4.5,4.5,10,Yes,7,6,0,Yes
CLG4842,119,9.7,9.89,3,Yes,5,1,1,No
CLG17725,89,6.93,7.31,7,No,10,2,5,Yes
CLG15070,88,2.33,3.08,10,No,6,0,4,Yes
CLG5394,103,4.77,5.07,4,Yes,4,9,4,No
CLG10233,130,8.67,8.93,9,No,1,2,3,No
CLG5746,95,7.76,8.26,9,Yes,5,9,1,Yes
CLG9900,98,6.14,6.56,9,Yes,4,2,3,No
CLG6243,88,8.75,9.06,1,Yes,5,5,5,No
CLG3391,109,9.11,9.05,5,Yes,0,9,4,Yes
CLG1216,189,9.42,9.5,5,Yes,7,5,0,No
CLG9001,112,9.23,9.55,1,Yes,6,2,0,Yes
